plot_area,floors,total_area,city,quality,soil,cement_bags,steel_kg,bricks_count,total_cost_inr
1515,3,4545,pune,economy,black,1806,18814,77182,12945004
4985,3,14955,delhi,standard,clay,7147,66787,297487,55206189
8066,3,24198,bangalore,economy,sandy,8947,81074,430438,70060517
2395,5,11975,mumbai,premium,sandy,6517,66422,313939,62905177
9843,5,49215,hyderabad,luxury,sandy,32347,325385,1691494,257551872
1257,3,3771,surat,premium,rocky,1878,20756,93537,13728332
3345,2,6690,pune,standard,black,2964,25961,137948,22900187
6816,5,34080,pune,luxury,black,24585,248828,1090682,190439181
6237,2,12474,ahmedabad,standard,red,5157,37803,247228,33796471
3677,3,11031,mumbai,luxury,clay,7331,75936,359368,71809801
8201,1,8201,hyderabad,standard,sandy,3700,27355,148682,26006455
9532,2,19064,bangalore,economy,rocky,7158,52860,309027,56833786
7915,1,7915,lucknow,standard,black,3605,28466,164940,24223695
8405,2,16810,bangalore,premium,sandy,8683,71454,420045,73496067
9669,3,29007,mumbai,premium,black,17722,176958,721026,158955393
2845,4,11380,hyderabad,premium,black,6824,66591,314393,53259930
2402,4,9608,mumbai,premium,rocky,5090,52569,235400,51124198
7043,2,14086,kolkata,economy,clay,4502,41671,229514,36629565
6055,3,18165,lucknow,economy,rocky,6467,67614,303134,42359265
9879,2,19758,pune,luxury,black,15681,113335,645538,104592744
6864,4,27456,pune,luxury,clay,18616,191163,889313,139982677
6882,1,6882,hyderabad,economy,clay,2634,21876,118144,18799622
5175,3,15525,lucknow,standard,sandy,6863,65642,307019,40458484
6453,3,19359,hyderabad,standard,black,9590,92005,421654,69141252
744,3,2232,ahmedabad,economy,sandy,855,8038,38950,5328138
6005,2,12010,ahmedabad,luxury,clay,8396,67060,394829,57303828
6356,5,31780,ahmedabad,economy,black,12899,119562,532471,83847773
7397,3,22191,surat,luxury,black,16632,157276,681710,107486837
2381,1,2381,lucknow,luxury,red,1442,12889,72289,9850718
1909,1,1909,delhi,economy,clay,672,5766,32378,6051824
3169,5,15845,delhi,luxury,black,11561,119319,515990,97787727
7689,5,38445,hyderabad,luxury,red,25679,242377,1294413,198018662
1162,5,5810,chennai,luxury,rocky,4259,42248,194584,29721142
2864,4,11456,mumbai,economy,clay,4121,43214,206710,39386138
6510,3,19530,mumbai,economy,sandy,6519,68136,332340,64555868
1435,5,7175,hyderabad,premium,rocky,3855,40331,170488,31827128
5432,4,21728,surat,luxury,red,13469,137857,734747,87377671
3075,3,9225,hyderabad,standard,sandy,3765,39924,178465,29093769
9543,5,47715,bangalore,economy,sandy,17752,176507,817305,136323123
3644,4,14576,bangalore,standard,sandy,6349,63862,286161,48247870
5662,3,16986,ahmedabad,luxury,black,11372,125750,520569,83194035
4732,4,18928,ahmedabad,premium,sandy,10944,110410,505068,68339215
3157,3,9471,bangalore,luxury,clay,6972,63583,322345,55065881
875,3,2625,kolkata,economy,clay,1011,9546,41009,7170488
2152,5,10760,chennai,luxury,red,7102,69249,327927,53404450
7882,5,39410,kolkata,standard,clay,15756,178312,783747,127975023
7508,4,30032,bangalore,standard,clay,12452,125451,557540,104968098
7219,4,28876,lucknow,standard,red,11650,117274,633991,73577827
6606,4,26424,mumbai,economy,clay,9330,97762,434107,93301608
9421,4,37684,mumbai,premium,black,22774,232293,1023125,207546215
9447,3,28341,surat,standard,clay,11989,123053,561793,80562638
5016,1,5016,kolkata,luxury,black,3742,26575,156508,25999350
5685,4,22740,hyderabad,standard,black,10562,104293,462731,77086545
8433,5,42165,surat,standard,red,17202,166184,791144,114098100
1769,5,8845,kolkata,economy,red,2716,30858,148579,21644737
671,2,1342,bangalore,premium,sandy,792,5815,34522,5819657
9582,2,19164,hyderabad,economy,black,7587,62434,331576,59446552
3596,1,3596,chennai,premium,sandy,1968,15979,88469,15052938
8956,2,17912,pune,luxury,rocky,13247,100693,537775,91363560
9581,5,47905,bangalore,premium,black,27963,275685,1239170,231281735
1088,5,5440,bangalore,premium,black,3256,31387,151033,27569630
4067,1,4067,chennai,economy,black,1604,12211,68000,12101441
1731,1,1731,surat,standard,clay,791,6297,36151,5129184
6149,5,30745,delhi,premium,clay,18595,172017,856334,146649008
7735,1,7735,delhi,luxury,sandy,5211,42195,234790,44201289
1641,2,3282,delhi,standard,black,1403,13036,63283,12510546
4286,3,12858,bangalore,premium,rocky,7261,72309,333273,61033418
5158,3,15474,kolkata,standard,sandy,6895,63281,330673,45079420
3462,4,13848,hyderabad,economy,red,4578,50017,245173,37670710
9711,4,38844,bangalore,luxury,rocky,26067,259034,1233166,228288468
5514,5,27570,delhi,premium,red,13543,145827,686331,120259964
3659,3,10977,ahmedabad,premium,black,6368,65573,273501,45630866
4840,5,24200,surat,premium,rocky,14057,141886,601223,89804244
7272,4,29088,mumbai,luxury,red,18099,180725,961950,172810487
7664,5,38320,delhi,luxury,sandy,25605,247473,1237658,215824584
9956,4,39824,ahmedabad,economy,sandy,14190,142384,702360,96820033
720,3,2160,kolkata,premium,red,1141,11297,53306,8119331
2371,4,9484,ahmedabad,premium,black,5819,53592,231236,39914260
7516,3,22548,kolkata,premium,black,13987,138674,580285,96994306
4976,1,4976,hyderabad,premium,red,2443,20060,124901,19599523
6508,4,26032,chennai,premium,rocky,16010,149502,689818,111404064
5533,5,27665,lucknow,economy,red,9564,93419,454804,59704078
7965,5,39825,hyderabad,luxury,rocky,25968,281539,1314762,217036872
1071,5,5355,kolkata,economy,black,2166,21399,87445,14963697
7797,1,7797,lucknow,premium,clay,4464,34115,197149,27699489
3433,4,13732,chennai,premium,sandy,7501,74472,363947,57514811
2015,3,6045,kolkata,standard,red,2567,25180,119608,17540355
6310,2,12620,hyderabad,premium,black,7841,60526,332222,59058703
7191,1,7191,pune,luxury,black,5332,42803,230178,37327853
7537,2,15074,bangalore,premium,rocky,8970,65168,403389,69937498
3683,3,11049,kolkata,economy,rocky,4266,41633,179245,29639407
878,3,2634,pune,economy,sandy,965,9679,42587,7155438
2712,1,2712,mumbai,premium,rocky,1511,12428,75735,14107544
1840,1,1840,ahmedabad,luxury,black,1417,10761,61388,9455466
8443,3,25329,surat,standard,rocky,11174,109550,477483,70450709
9580,5,47900,delhi,standard,rocky,19998,206125,934728,167600468
4935,5,24675,chennai,standard,sandy,9926,104888,497493,79511769
9553,1,9553,kolkata,economy,rocky,3703,26425,169749,25179206
6453,1,6453,hyderabad,standard,black,2990,23541,128440,23383259
715,4,2860,hyderabad,economy,black,1125,11107,46722,8815095
4010,4,16040,pune,standard,black,7339,72779,313435,55492389
728,3,2184,kolkata,economy,black,867,8649,36987,6141991
5461,2,10922,hyderabad,premium,black,6612,49702,287248,50129085
3068,3,9204,lucknow,premium,sandy,4688,50494,232818,32291634
8495,3,25485,pune,premium,clay,15023,149248,695084,107576246
7825,2,15650,kolkata,standard,red,6612,48278,300682,45885344
8607,2,17214,bangalore,standard,rocky,8072,59190,341759,59379984
9769,2,19538,mumbai,luxury,black,14134,115045,627395,140618638
7829,5,39145,hyderabad,standard,sandy,15672,167437,822180,127109967
5769,1,5769,hyderabad,economy,rocky,2257,16722,95632,16261804
7178,2,14356,kolkata,premium,clay,8538,66581,378481,58250422
2090,2,4180,mumbai,luxury,rocky,3062,22090,131724,26734894
3228,3,9684,lucknow,luxury,black,7800,72732,312217,46517791
3661,2,7322,hyderabad,economy,clay,2700,21685,120583,20821281
4651,1,4651,mumbai,luxury,sandy,3043,25374,156547,28469101
1492,3,4476,lucknow,economy,rocky,1585,16318,76746,10286839
5204,1,5204,ahmedabad,economy,red,1768,14063,87152,11830202
4712,2,9424,ahmedabad,standard,sandy,3891,30188,185278,26737132
1412,2,2824,lucknow,luxury,clay,1963,16189,95161,12636175
9426,4,37704,delhi,premium,clay,23369,227052,974642,182262777
654,4,2616,chennai,premium,sandy,1426,13909,65039,11031630
6981,5,34905,bangalore,standard,red,14061,143178,717447,115327989
9334,3,28002,mumbai,premium,black,17744,164662,732701,157764083
2849,4,11396,ahmedabad,economy,red,3850,38084,189436,27309456
3728,4,14912,pune,luxury,clay,10805,102660,450170,77603336
7828,2,15656,surat,economy,clay,5596,43205,266788,39453743
4161,2,8322,lucknow,economy,clay,3014,24824,141301,20002977
3776,1,3776,delhi,luxury,clay,2747,22241,125121,22966407
8769,3,26307,delhi,luxury,rocky,17600,201786,854006,158096828
3622,3,10866,pune,luxury,sandy,7803,70616,358652,53159543
1034,5,5170,chennai,economy,sandy,1792,18118,87563,13941684
5017,2,10034,ahmedabad,economy,sandy,3387,27886,164110,24599117
3809,2,7618,surat,standard,black,3526,27885,151884,23807382
9562,4,38248,lucknow,economy,black,16045,142836,652218,96548982
1365,5,6825,bangalore,premium,red,3504,38153,162842,29184030
1239,2,2478,chennai,luxury,clay,1733,13610,76884,13752594
7624,5,38120,delhi,standard,clay,16776,171853,798483,140284849
1769,5,8845,pune,luxury,black,7044,65803,273263,47883110
8584,5,42920,surat,standard,red,16515,171027,833847,112138639
8801,1,8801,hyderabad,standard,black,3849,32580,175463,31062177
6901,2,13802,mumbai,economy,black,5666,43591,246743,48971863
8433,5,42165,chennai,standard,clay,19208,200824,848221,135671570
6853,5,34265,bangalore,standard,sandy,13697,138926,709247,117433514
504,2,1008,pune,economy,sandy,376,2842,17616,2797634
4159,2,8318,delhi,economy,rocky,2941,24567,144009,26093974
3659,4,14636,kolkata,luxury,clay,10065,104309,442660,74304379
3392,1,3392,chennai,standard,black,1553,12936,65220,12240410
8946,4,35784,chennai,standard,red,14789,138892,669271,107932485
1508,3,4524,kolkata,luxury,rocky,3081,30930,142408,23136630
6979,5,34895,lucknow,economy,clay,13906,129629,613611,84180842
4879,3,14637,chennai,standard,black,6363,70199,291411,51330070
1044,1,1044,ahmedabad,economy,sandy,383,2928,17654,2532479
4166,3,12498,lucknow,luxury,clay,8356,83474,410355,55168091
1072,5,5360,delhi,premium,sandy,3228,29767,142950,24125705
7922,5,39610,delhi,premium,clay,22381,213722,1011125,188800679
2915,3,8745,ahmedabad,premium,black,5518,51351,225494,35198230
1335,2,2670,mumbai,luxury,sandy,1898,14374,78020,16542011
6080,3,18240,hyderabad,luxury,clay,13880,127813,602148,100498093
9445,4,37780,mumbai,luxury,rocky,27406,259434,1234422,240925007
7311,5,36555,chennai,premium,red,20097,189527,914265,142532745
4657,4,18628,hyderabad,luxury,clay,13862,129401,595667,101381692
952,2,1904,lucknow,standard,sandy,810,6299,36790,5089694
8392,1,8392,surat,economy,rocky,3185,24554,132366,20226143
5611,1,5611,mumbai,luxury,black,4143,31385,180002,38537250
8783,4,35132,hyderabad,standard,red,12895,143076,683645,105656152
9908,5,49540,bangalore,standard,rocky,20281,200213,958115,179401765
4576,4,18304,hyderabad,luxury,rocky,12599,130657,567600,101230051
9064,5,45320,mumbai,premium,red,23188,235839,1162330,212309516
6085,5,30425,pune,premium,red,15760,157509,781229,115042575
5676,3,17028,delhi,economy,sandy,5958,58727,279620,49755864
1419,4,5676,bangalore,standard,sandy,2511,23448,110071,19183953
7284,2,14568,kolkata,luxury,black,11243,89130,459462,77872672
2002,2,4004,kolkata,luxury,black,2889,23144,136527,21439595
7867,3,23601,bangalore,standard,rocky,11194,102396,462877,84784284
3983,4,15932,delhi,premium,clay,8950,90462,409713,77929438
9850,1,9850,lucknow,economy,clay,3573,28616,166993,23897015
7106,4,28424,lucknow,economy,clay,10442,109624,478376,68458157
4057,5,20285,lucknow,premium,black,12046,125689,518076,77586918
1008,4,4032,mumbai,premium,rocky,2144,22729,100703,20758289
8390,5,41950,lucknow,economy,sandy,14120,149891,672257,92385797
9883,3,29649,ahmedabad,luxury,red,19444,191936,933234,131338029
6404,4,25616,ahmedabad,economy,sandy,8825,93393,439370,61802559
3081,3,9243,kolkata,premium,sandy,5334,54250,218503,35602458
4457,5,22285,bangalore,premium,rocky,13636,125705,583677,99571489
5735,2,11470,bangalore,luxury,sandy,7010,60828,360436,63127506
7039,1,7039,pune,economy,sandy,2325,20654,120886,18789502
3906,4,15624,mumbai,economy,rocky,5513,58887,259105,54249979
3333,5,16665,chennai,standard,sandy,7137,66195,338678,52304748
8773,1,8773,pune,standard,sandy,4254,28182,166947,27590726
6456,4,25824,chennai,premium,rocky,15061,150708,698165,106752139
8589,2,17178,chennai,premium,rocky,9717,78532,455826,74422711
850,3,2550,surat,luxury,rocky,1742,17753,77116,11092462
6707,5,33535,hyderabad,premium,red,17034,167098,881416,133699311
9138,3,27414,bangalore,premium,clay,15256,156471,743604,126865139
3507,2,7014,chennai,economy,black,2945,21815,122456,20748949
4066,1,4066,bangalore,standard,rocky,1876,13594,85403,14613232
2783,2,5566,ahmedabad,economy,sandy,2029,15554,98786,13477379
4249,2,8498,lucknow,standard,sandy,3438,26823,161833,23553289
8891,3,26673,pune,premium,rocky,14820,155093,710052,105787399
6285,2,12570,pune,luxury,clay,8631,69763,404235,64315414
4315,5,21575,pune,luxury,rocky,14049,143162,647553,111210327
4173,5,20865,bangalore,economy,sandy,7636,76255,364244,61208413
9757,4,39028,surat,premium,black,23785,227752,968196,155765076
566,5,2830,lucknow,standard,rocky,1265,12584,58043,7944130
1735,1,1735,mumbai,economy,sandy,582,4997,28497,5833521
5577,4,22308,lucknow,economy,red,7836,74106,386093,48569924
1794,1,1794,delhi,premium,red,895,7704,42595,7749199
2941,3,8823,delhi,standard,red,3682,33221,178678,29920904
2596,2,5192,mumbai,economy,black,2025,16478,88796,19053953
3572,4,14288,ahmedabad,premium,clay,8727,80858,354495,56052720
6295,4,25180,hyderabad,luxury,rocky,16297,170751,797355,131755137
5266,3,15798,surat,premium,red,8420,79984,422946,53628729
1254,1,1254,bangalore,premium,rocky,696,5855,30634,5743549
5631,3,16893,chennai,economy,black,6648,65824,276998,50986932
4695,2,9390,surat,standard,red,3505,29065,192662,25355415
6060,1,6060,kolkata,luxury,sandy,3854,34258,186967,29398178
7213,1,7213,surat,standard,rocky,3248,24008,152639,20610486
9618,5,48090,surat,standard,red,18662,190633,992920,125711218
3244,5,16220,surat,standard,black,7471,74845,308999,49042734
5919,3,17757,kolkata,premium,red,9816,94765,449055,67381267
8512,5,42560,lucknow,standard,clay,18882,187479,895419,118873568
2290,3,6870,bangalore,standard,red,2709,28544,139718,23025366
2532,4,10128,delhi,premium,black,5725,60104,259692,52045524
4197,3,12591,ahmedabad,standard,red,5273,52241,255137,34267856
8659,2,17318,bangalore,luxury,black,12735,101644,544120,107664501
8276,2,16552,ahmedabad,economy,black,6826,52435,263995,43437747
6238,1,6238,delhi,standard,rocky,2497,22408,124724,23014605
1252,2,2504,mumbai,standard,black,1252,9106,49612,11295509
7485,1,7485,kolkata,standard,rocky,3344,25465,143256,21843566
9814,3,29442,kolkata,luxury,black,21590,221644,920796,152905263
578,4,2312,delhi,economy,rocky,836,8251,41392,7017904
6022,3,18066,delhi,premium,red,9619,90969,485174,78406467
1464,1,1464,delhi,luxury,rocky,989,8097,44260,8532138
855,3,2565,kolkata,standard,rocky,1063,10764,48337,7887403
8990,2,17980,mumbai,luxury,sandy,12657,98188,570967,112102911
1960,3,5880,pune,standard,black,2878,26540,115725,20402348
8029,3,24087,pune,premium,clay,14435,137617,611022,102606045
3273,5,16365,surat,economy,sandy,5922,56166,282448,38554293
7066,5,35330,bangalore,luxury,clay,24919,246682,1139544,205184478
3239,5,16195,chennai,economy,clay,5817,60565,275698,47808086
3475,2,6950,pune,economy,red,2380,19653,116455,17548068
8227,1,8227,surat,premium,sandy,4314,35972,202222,30119695
7330,3,21990,chennai,luxury,rocky,16418,150694,707582,112858113
9199,2,18398,hyderabad,luxury,rocky,13088,100603,597962,97408649
7635,2,15270,hyderabad,economy,rocky,5826,43556,262301,44416161
4655,3,13965,lucknow,standard,rocky,5910,60809,294501,38872380
9092,1,9092,mumbai,standard,rocky,4139,31113,158018,35988426
8330,1,8330,kolkata,luxury,black,6339,49249,270806,44255629
9686,5,48430,delhi,luxury,red,30583,306233,1542653,265163268
7885,5,39425,mumbai,luxury,sandy,29341,279508,1223706,236699507
8606,4,34424,mumbai,luxury,red,20057,220182,1086882,205968543
5032,5,25160,pune,premium,clay,13905,148903,617818,106557237
8928,2,17856,surat,standard,black,8073,67419,343696,55570903
5586,5,27930,lucknow,luxury,red,16460,179365,950010,116401300
8295,2,16590,delhi,economy,black,5498,51233,265935,55350127
3407,3,10221,mumbai,luxury,clay,6988,72690,349908,68261926
3010,5,15050,delhi,premium,black,9439,85913,413166,78074031
3737,3,11211,lucknow,premium,sandy,6238,61170,285170,39689310
3845,2,7690,pune,standard,sandy,3072,26236,154061,24621115
8766,1,8766,chennai,standard,sandy,3832,29442,165418,27810813
6038,5,30190,chennai,standard,black,13989,136698,678112,108272636
4991,4,19964,delhi,standard,rocky,8488,85628,408609,74295135
5963,3,17889,delhi,luxury,rocky,12351,123543,550569,106002359
2821,4,11284,surat,premium,clay,6471,66425,303551,42023332
4367,3,13101,delhi,standard,black,6224,62155,265525,51977925
8567,3,25701,hyderabad,economy,red,8549,88374,412858,65863508
6060,5,30300,delhi,premium,clay,16928,179513,789335,140931417
1720,3,5160,lucknow,standard,clay,2221,22019,95610,14225318
9610,5,48050,kolkata,standard,black,23941,223054,983579,163358618
5411,5,27055,lucknow,economy,clay,10179,98548,453994,65938385
5693,4,22772,bangalore,premium,clay,13657,132097,583372,105768117
6417,3,19251,chennai,economy,black,7528,78048,340130,55531251
3793,2,7586,surat,premium,black,4816,36102,208269,30955148
7673,4,30692,ahmedabad,economy,sandy,10557,109619,500764,71218580
2323,5,11615,mumbai,standard,red,4587,45726,222292,44174099
9393,2,18786,pune,premium,sandy,9711,83077,491750,79786611
9039,2,18078,mumbai,economy,clay,6451,55938,293961,62273018
5824,5,29120,lucknow,economy,rocky,10737,105853,554736,69725016
6882,2,13764,surat,economy,red,4474,34737,236914,32048070
4122,5,20610,lucknow,standard,red,8172,79076,396023,52209724
3392,4,13568,pune,premium,clay,7838,78017,376505,56286168
4141,5,20705,kolkata,luxury,sandy,14461,139678,663693,100993561
9696,5,48480,kolkata,premium,clay,30743,283115,1300227,196773834
2178,1,2178,hyderabad,standard,clay,900,7771,46367,7582671
9356,5,46780,kolkata,economy,rocky,17377,176421,780333,123537864
8790,3,26370,kolkata,economy,black,11282,100236,462839,76151350
2884,2,5768,ahmedabad,premium,clay,3370,27052,148638,22513719
6663,1,6663,bangalore,luxury,rocky,4845,35912,207973,37146106
5098,1,5098,surat,premium,black,3089,24665,136922,20422068
5113,2,10226,hyderabad,premium,black,5981,46535,257661,48313346
3303,3,9909,lucknow,luxury,red,6831,63580,339187,42519078
3885,3,11655,pune,standard,sandy,4625,49791,222779,37442245
2463,2,4926,delhi,premium,black,2677,23067,120944,25922694
8601,4,34404,delhi,economy,clay,13320,130027,584411,110943975
5107,2,10214,mumbai,luxury,black,8045,59704,353686,70927887
856,1,856,ahmedabad,luxury,clay,610,4677,29954,4061483
4857,2,9714,hyderabad,luxury,sandy,7073,51298,291172,51499926
1377,1,1377,mumbai,luxury,rocky,936,7400,42917,8974082
2772,2,5544,ahmedabad,premium,red,2904,23130,146657,19890456
4939,1,4939,delhi,premium,sandy,2483,21606,130877,23283433
3884,3,11652,delhi,premium,clay,6875,65404,297803,57918865
7744,5,38720,delhi,economy,sandy,13737,137353,677897,118400051
858,2,1716,bangalore,luxury,black,1266,10242,55446,9880439
4308,1,4308,bangalore,standard,black,2066,16250,85547,15534872
8628,4,34512,bangalore,standard,red,13196,143863,662850,111467983
6122,5,30610,hyderabad,luxury,clay,21902,210286,1027561,164644808
8346,4,33384,mumbai,standard,clay,14842,147155,685487,136296993
7733,4,30932,lucknow,standard,red,11979,123574,632399,78738550
8502,3,25506,mumbai,standard,sandy,10398,106004,515504,99476687
900,1,900,chennai,economy,clay,338,2573,14265,2545759
5487,4,21948,ahmedabad,luxury,sandy,14309,148117,712303,104106321
5468,1,5468,lucknow,luxury,sandy,3719,27701,183247,23967696
3764,4,15056,hyderabad,standard,clay,6556,65108,296190,53078447
5911,4,23644,mumbai,economy,black,10277,89986,392730,83521338
2933,3,8799,pune,premium,sandy,5015,47758,231609,35826832
6714,2,13428,delhi,luxury,red,8358,67358,403449,72397852
3153,2,6306,chennai,premium,red,3012,27824,172170,24500747
5066,5,25330,ahmedabad,luxury,clay,17245,180797,798797,118889986
5889,4,23556,chennai,premium,clay,12574,137667,644077,107561103
1446,3,4338,chennai,economy,black,1560,16562,70683,13040073
9853,3,29559,lucknow,standard,clay,13673,132399,629459,84454961
4980,5,24900,lucknow,standard,black,12078,113540,485074,74990934
6999,4,27996,ahmedabad,economy,clay,8954,104437,467737,70576124
3738,1,3738,pune,premium,rocky,2197,16904,98387,15601434
3696,1,3696,lucknow,standard,rocky,1686,12833,73430,10280787
1886,1,1886,lucknow,luxury,clay,1410,10935,57641,8519445
1990,1,1990,bangalore,economy,rocky,750,5905,35967,5916060
940,5,4700,surat,standard,red,1766,18983,91277,12417157
4820,3,14460,pune,economy,black,5555,57846,235457,41968457
1318,2,2636,chennai,economy,black,976,8309,47520,7489009
6831,5,34155,hyderabad,standard,red,12297,142488,660938,105285062
9474,1,9474,kolkata,luxury,rocky,6568,50929,300861,45657230
2670,1,2670,surat,standard,rocky,1079,9299,55645,7713974
7797,5,38985,mumbai,luxury,clay,27229,289714,1269785,255751839
3849,2,7698,delhi,standard,black,3352,28371,151913,30763708
7583,2,15166,chennai,standard,sandy,6799,48645,287174,46240246
2992,4,11968,lucknow,premium,red,6494,65246,311422,39291256
4547,1,4547,ahmedabad,premium,black,2780,21537,115534,18697027
8663,5,43315,surat,standard,black,20457,199793,836792,131769931
2963,2,5926,ahmedabad,premium,red,2876,24585,165696,20852625
7064,1,7064,mumbai,economy,black,2709,20786,117348,25121525
3011,3,9033,delhi,premium,rocky,4278,52947,239573,43737841
3675,2,7350,lucknow,luxury,black,5015,42729,222836,35390595
8690,1,8690,hyderabad,economy,sandy,3224,24639,148961,24370650
5310,4,21240,ahmedabad,luxury,sandy,13609,143042,687807,97338046
9127,4,36508,hyderabad,premium,rocky,19307,214544,986489,156081396
7053,2,14106,kolkata,luxury,black,9354,82386,451171,76989691
9673,5,48365,lucknow,economy,red,16311,164501,815815,105060601
7825,5,39125,delhi,economy,sandy,13839,139593,652293,121477090
8131,3,24393,chennai,economy,sandy,7831,87342,411074,67458846
5201,1,5201,kolkata,premium,clay,2995,23259,140529,21553546
1439,3,4317,surat,luxury,red,2777,29336,133271,18753134
6485,1,6485,kolkata,economy,rocky,2236,18990,106775,16846994
5721,4,22884,delhi,premium,red,12981,117596,581962,102614755
5390,3,16170,mumbai,economy,sandy,5414,55124,266687,53061151
6765,1,6765,kolkata,standard,black,3228,24260,139661,22175579
1152,5,5760,hyderabad,economy,clay,2235,20676,102255,16675651
9093,4,36372,chennai,premium,clay,21429,198386,931206,157922775
6949,1,6949,bangalore,luxury,red,4360,35918,233544,36167451
9308,3,27924,bangalore,premium,red,13761,145090,707887,120330955
756,2,1512,lucknow,economy,black,576,4486,24898,3966984
1806,2,3612,bangalore,premium,red,1861,15037,91727,14872166
1280,4,5120,delhi,luxury,sandy,3179,35385,165310,29573693
3588,4,14352,lucknow,premium,rocky,8225,79931,374844,52383435
9991,2,19982,surat,standard,black,9093,75674,406334,61048390
6373,3,19119,chennai,luxury,rocky,13336,130507,632780,100605601
3739,4,14956,pune,luxury,sandy,9793,92805,475368,73488868
8241,2,16482,delhi,premium,black,10838,77772,427672,81779530
9949,3,29847,surat,economy,red,10488,105068,559021,65753091
4373,1,4373,bangalore,premium,rocky,2428,19358,108182,20342542
617,2,1234,bangalore,premium,clay,741,5494,28368,5760896
2515,3,7545,chennai,luxury,sandy,4643,50252,240411,37236610
9791,3,29373,bangalore,economy,sandy,10085,103997,501418,86158628
9616,1,9616,hyderabad,luxury,rocky,6877,54315,286415,52970482
7076,2,14152,ahmedabad,premium,sandy,8223,55253,374591,51938233
4074,4,16296,surat,economy,sandy,5320,57739,285739,39511360
6269,1,6269,surat,premium,rocky,3421,26902,171177,23048712
8227,5,41135,ahmedabad,standard,red,17424,174425,832091,111952969
1486,1,1486,lucknow,standard,clay,648,5226,29017,4204415
5948,3,17844,surat,premium,black,11532,109351,515210,68367622
1588,4,6352,surat,economy,sandy,2318,22498,110385,14423638
4247,2,8494,chennai,economy,red,2777,22685,141810,21387054
9331,2,18662,chennai,standard,clay,7879,69414,367110,62504657
9152,3,27456,mumbai,economy,red,10777,94135,468907,86858969
6911,5,34555,ahmedabad,luxury,red,22317,217442,1145315,150646216
2182,4,8728,delhi,standard,red,3457,33820,178542,29513174
5439,4,21756,hyderabad,standard,sandy,9059,96392,416066,70495102
1693,1,1693,kolkata,luxury,rocky,1174,9458,53405,8283970
1212,4,4848,mumbai,standard,red,1811,19135,99248,18338756
2608,2,5216,surat,premium,rocky,3118,23459,130544,18646360
7569,3,22707,surat,standard,rocky,9955,98504,448965,64727050
1859,5,9295,lucknow,economy,clay,3309,35316,164259,22852993
1167,1,1167,hyderabad,premium,rocky,675,5113,30496,5074858
9150,5,45750,delhi,standard,clay,19470,190976,876608,168247977
6838,4,27352,bangalore,premium,red,14237,150765,726898,117178059
5365,2,10730,delhi,premium,red,5942,43446,294409,49436501
3166,3,9498,mumbai,premium,black,5366,58196,248768,52462922
4618,5,23090,hyderabad,premium,clay,11826,131861,553582,100689661
3080,3,9240,chennai,luxury,black,6659,69539,293261,51448021
5427,5,27135,hyderabad,standard,clay,11401,110575,525575,92195248
2486,2,4972,lucknow,luxury,black,3549,28803,167275,23436242
5108,3,15324,bangalore,economy,sandy,5265,53185,263997,43867557
4983,1,4983,delhi,premium,red,2755,20119,121174,22218700
7896,3,23688,chennai,standard,red,10403,93450,456466,71907847
2282,4,9128,bangalore,economy,clay,3288,33284,141110,27678711
7534,4,30136,mumbai,economy,red,10419,103509,490223,97398553
6968,1,6968,mumbai,economy,clay,2586,21511,114221,24086829
3983,3,11949,kolkata,economy,rocky,4215,46210,203953,31832574
8623,5,43115,kolkata,standard,clay,19583,183451,905493,136791055
5524,1,5524,chennai,standard,black,2631,19670,112736,19160023
1684,1,1684,ahmedabad,luxury,rocky,1196,9309,53741,8145431
1298,4,5192,lucknow,luxury,red,3339,30922,177265,21588409
1392,3,4176,delhi,economy,black,1803,16674,69998,13838955
6278,1,6278,pune,premium,red,3345,26769,159303,24587434
9501,5,47505,surat,economy,red,16414,163691,856954,105724245
2256,1,2256,surat,standard,clay,1018,8145,44897,6642936
7383,1,7383,chennai,economy,red,2514,19253,132379,19100544
6091,3,18273,chennai,luxury,red,11225,111510,608137,87918370
4761,4,19044,pune,standard,sandy,8052,81182,365114,60115882
4273,4,17092,hyderabad,economy,sandy,6130,59121,280910,49034847
2437,5,12185,mumbai,economy,clay,4656,45033,211600,42710350
9524,3,28572,pune,economy,sandy,10590,99325,468154,74254467
1189,5,5945,mumbai,premium,black,3596,35796,157168,33314314
2984,1,2984,pune,standard,sandy,1260,9913,58173,9274511
8438,3,25314,mumbai,economy,black,9401,97910,414404,91784016
8526,4,34104,mumbai,luxury,black,26286,252035,1039446,231019686
4183,1,4183,surat,luxury,black,3104,25329,136586,20568112
6903,5,34515,surat,premium,rocky,18364,187134,894166,128258345
8957,5,44785,ahmedabad,premium,black,30319,272619,1166707,184337548
2710,3,8130,kolkata,standard,sandy,3484,33005,166070,25367517
6351,1,6351,bangalore,premium,clay,3448,29257,173065,29582840
9411,4,37644,mumbai,luxury,rocky,24280,270629,1279228,243924178
3580,5,17900,kolkata,luxury,black,13348,131584,589877,94868116
3867,5,19335,delhi,luxury,sandy,12779,137060,606318,111631625
1660,2,3320,delhi,luxury,rocky,2227,18485,101423,19665282
8870,2,17740,surat,standard,red,7563,56382,355504,47857650
1840,1,1840,delhi,standard,black,865,6520,36500,7091605
687,5,3435,surat,premium,red,1917,17938,90865,12047711
